#{"t_start": 1769467429.3801327, "env_id": "CustomHopper-source-v0"}
r,l,t
529.613982,224,282.229308
527.735722,223,282.524397
527.735722,223,282.832674
527.735722,223,283.133231
527.735722,223,283.438076
527.15242,223,283.750079
527.735722,223,284.055755
527.735722,223,284.346929
527.735722,223,284.689466
527.735722,223,284.983958
527.15242,223,285.285898
527.735722,223,285.586401
527.735722,223,285.887441
527.735722,223,286.180377
527.735722,223,286.46933
527.15242,223,286.805285
527.735722,223,287.129417
527.735722,223,287.434784
527.735722,223,287.739064
527.735722,223,288.038069
527.15242,223,288.335416
527.735722,223,288.645088
527.735722,223,288.95179
527.735722,223,289.2541
527.735722,223,289.557585
527.15242,223,289.848732
527.735722,223,290.149531
527.735722,223,290.447029
527.735722,223,290.749113
527.735722,223,291.049155
353.042149,159,324.6212
353.198048,159,324.832815
353.198048,159,325.03873
353.198048,159,325.270132
353.198048,159,325.500559
352.347391,158,325.729232
353.198048,159,325.945778
353.198048,159,326.163095
353.198048,159,326.368665
353.198048,159,326.593372
352.347391,158,326.807259
353.198048,159,327.005424
353.198048,159,327.211105
353.198048,159,327.419822
353.198048,159,327.631205
352.347391,158,327.843676
353.198048,159,328.047201
353.198048,159,328.263364
353.198048,159,328.478123
353.198048,159,328.705729
352.347391,158,328.921501
353.198048,159,329.121878
353.198048,159,329.342192
353.198048,159,329.590683
353.198048,159,329.791797
352.347391,158,329.998433
353.198048,159,330.199784
353.198048,159,330.440335
353.198048,159,330.653272
353.198048,159,330.865798
568.943945,232,365.206932
572.42992,232,365.497224
572.42992,232,365.812647
572.42992,232,366.117741
572.42992,232,366.418957
579.81056,234,366.723255
572.42992,232,367.046321
572.42992,232,367.362392
572.42992,232,367.68095
572.42992,232,367.991548
579.81056,234,368.336551
572.42992,232,368.655043
572.42992,232,368.983693
572.42992,232,369.309419
572.42992,232,369.62295
579.81056,234,369.941769
572.42992,232,370.269377
572.42992,232,370.584269
572.42992,232,370.915697
572.42992,232,371.237551
579.81056,234,371.563204
572.42992,232,371.865173
572.42992,232,372.177707
572.42992,232,372.4907
572.42992,232,372.815538
579.81056,234,373.118213
572.42992,232,373.436625
572.42992,232,373.755449
572.42992,232,374.105727
572.42992,232,374.410233
1210.962953,500,408.750451
1207.610677,500,409.537677
1207.610677,500,410.238314
1207.610677,500,410.967899
1207.610677,500,411.635123
1202.83718,500,412.308599
1207.610677,500,412.993811
1207.610677,500,413.647331
1207.610677,500,414.281371
1207.610677,500,414.929071
1205.838652,500,415.615535
1202.573698,500,416.262367
1202.573698,500,416.894877
1202.573698,500,417.536898
1202.573698,500,418.163884
1223.947232,500,418.826253
1223.278802,500,419.491772
1223.278802,500,420.117503
1223.278802,500,420.744713
1223.278802,500,421.371312
1215.641181,500,421.988232
1207.563764,500,422.628653
1207.563764,500,423.261833
