#{"t_start": 1769420606.0941575, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-1.719584,12,1.317419
-4.192723,23,1.414154
-2.924944,13,1.473858
-1.325589,22,1.542644
-0.179605,14,1.584065
-3.965773,10,1.617353
-11.143048,17,1.664612
-8.845391,27,1.75293
3.692031,18,1.80325
-6.155166,14,1.852945
-6.21093,20,1.918233
0.134032,18,1.972759
-1.266575,10,1.997165
-3.317724,12,2.030772
-2.915627,12,2.077322
2.842188,27,3.890882
10.530281,35,4.009578
2.398261,17,4.070646
-0.470243,64,4.253433
-9.368954,17,4.298216
-0.067051,24,4.364661
-2.486491,10,4.392488
3.260959,21,4.456963
-3.416406,20,4.517196
7.278371,20,4.577063
9.966549,26,6.259985
-1.288544,21,6.313241
-1.438497,24,6.394554
-3.734103,18,6.452171
-1.911403,13,6.504516
225.865409,144,7.072963
3.539763,27,9.205975
41.289064,103,9.605211
46.627513,68,9.862402
29.765421,63,10.108308
284.75166,166,12.812517
34.763188,54,13.016358
330.837538,234,15.973597
140.216782,134,18.53777
67.810659,138,19.06049
86.366599,178,21.810915
4.120231,21,21.898974
460.055153,378,27.465992
263.252383,153,28.056158
59.651974,161,30.764269
230.460589,127,31.253355
106.432754,201,34.098506
206.377406,112,34.543854
176.44579,103,36.982167
210.488296,135,37.563236
491.076752,381,43.376165
75.583531,180,46.194439
538.324793,440,50.121271
217.846475,119,52.767338
344.579276,187,53.530439
273.477537,155,56.302696
358.90249,254,59.437509
241.032215,127,61.992088
295.895307,163,62.617512
297.93371,186,65.24296
228.884367,129,65.80127
315.308511,172,68.620144
256.001163,145,71.321275
274.19211,136,71.932677
221.271571,134,74.881081
358.622332,187,75.715963
277.772745,142,78.507641
246.232345,127,81.200421
321.595228,147,81.802774
370.943584,191,84.680539
320.035429,159,85.329052
402.936001,242,88.375075
404.263382,222,91.114482
344.673096,179,94.236173
397.912224,214,97.023177
343.468113,182,100.183986
437.071046,217,101.077824
356.50218,174,103.99063
236.698821,120,106.529613
429.90223,249,107.596745
337.284881,170,110.241611
376.766213,170,113.38463
312.382957,156,114.071225
308.573504,153,116.680291
336.993514,166,119.410699
316.903929,146,120.429597
323.938312,160,122.939668
310.099322,152,123.55393
277.017285,141,126.246605
349.874564,163,129.458401
325.485732,145,130.138744
330.775686,152,133.099404
388.513633,191,136.265596
386.365608,169,137.05353
374.453066,164,139.931814
403.152688,178,142.985366
372.321163,162,143.590631
334.786987,153,146.502623
322.503954,145,147.176715
389.517024,185,150.108033
409.335987,184,153.139198
390.280051,157,153.849176
389.760597,168,156.815098
407.626747,149,159.689456
461.828785,175,160.485967
374.929774,146,163.198878
384.901291,154,166.041729
440.202126,206,166.928933
466.105711,209,170.037753
368.410098,153,172.927984
355.960383,142,173.555666
324.113827,134,176.539032
436.971991,191,179.608657
445.822743,170,180.334821
368.534092,147,183.127419
424.789756,188,185.995084
467.923317,182,186.772481
425.289634,168,189.500802
422.097082,162,192.433767
393.534601,165,193.328839
469.522383,190,196.189932
609.183867,250,199.337209
497.42338,189,202.30529
479.68312,205,203.135997
535.831007,201,206.105737
444.285796,173,208.928732
435.085741,161,211.746701
451.806917,177,212.546736
468.413719,178,215.647988
488.19699,193,218.593306
510.56057,189,219.435366
400.302734,168,222.251009
469.043778,176,225.088672
529.531346,190,225.893476
588.435175,215,228.939476
556.217369,212,231.898782
476.443777,183,235.088381
550.334518,198,238.158427
446.314625,175,238.991734
556.305019,210,242.017161
550.999045,202,245.141786
620.67404,217,247.649553
757.822059,319,250.451442
572.087309,202,252.906467
581.853773,209,255.65466
487.719575,174,256.215574
556.446561,190,258.841919
566.161302,196,261.369624
577.005729,202,263.938294
575.278178,199,264.675494
600.594006,206,267.664325
601.303435,204,270.197079
649.273843,238,272.791687
564.995172,200,275.246514
558.738783,193,275.876586
645.114952,236,278.834068
632.32966,227,282.02482
583.639098,205,285.104448
393.086793,145,287.985012
538.740487,186,288.7356
573.9136,200,291.762007
304.856094,127,294.558172
537.489178,190,295.561401
621.787503,217,299.082412
540.459332,196,302.24351
610.097125,209,305.668625
615.387994,195,309.07957
562.998397,195,309.970219
605.897712,206,312.942131
254.191095,105,315.542099
617.253278,207,316.441613
589.993397,191,319.755254
605.915004,214,323.040548
513.700968,192,326.55385
645.934909,212,329.677966
600.142158,205,330.595662
609.087383,196,333.691467
618.030085,213,336.795733
597.47491,208,339.896995
620.506245,213,343.015253
655.160355,227,344.04999
564.46504,196,347.111565
643.435262,221,350.387585
399.371878,149,353.389454
673.595412,236,357.027118
639.978313,216,358.012852
649.110407,217,361.563595
623.764216,219,365.108116
602.382524,209,368.111652
667.011553,223,371.279992
603.246462,218,374.306785
593.330537,196,375.153423
642.312817,213,378.163752
721.266215,255,381.387726
628.309986,217,384.385609
637.301134,215,387.394852
700.524159,235,390.821938
622.691424,235,393.85607
480.964652,165,394.574245
532.04346,168,397.723604
710.164576,244,401.222495
621.979825,198,404.222792
550.68132,193,407.344595
712.092435,229,408.361546
610.384338,215,411.596621
846.917132,262,414.958267
842.9799,257,419.020664
720.736283,229,422.70498
793.529829,244,426.216259
629.200117,201,429.525961
503.596994,181,432.530895
741.909425,233,435.962857
634.923686,219,437.16629
803.225416,253,440.552085
745.268791,240,443.986776
641.670486,204,447.405981
646.266783,202,450.558494
849.516937,266,454.019014
679.991232,206,457.388339
682.637764,223,460.827288
716.465376,221,464.144892
726.84775,225,465.238308
563.759825,199,468.587061
744.800654,240,472.415954
696.241203,221,475.750737
799.801438,242,479.32613
775.738899,235,482.536904
454.479314,152,483.121532
779.081864,230,486.460273
737.944306,248,489.662246
778.730713,239,492.8732
904.443995,289,496.609087
746.527616,230,499.771229
780.30394,249,503.255751
718.461743,224,506.905012
699.324925,224,510.478415
721.104321,228,514.129552
738.997534,238,518.227321
849.971665,257,521.51213
753.423757,238,525.86266
804.434877,234,529.545286
502.367755,186,530.183061
730.756377,243,533.642272
306.302998,119,535.987815
643.288037,204,539.251684
619.586122,196,539.914437
582.468291,187,542.52224
716.772314,230,546.542666
714.583662,226,549.507872
762.740676,233,552.126145
453.90354,148,552.61861
799.541548,240,555.394308
671.216844,233,558.030476
489.510803,182,560.485619
721.072817,235,563.047625
866.175075,270,566.056345
