#{"t_start": 1768252628.947875, "env_id": "CustomHopper-source-v0"}
r,l,t
35.97439,40,3.22538
10.097325,14,3.280822
7.711424,18,3.355403
15.049487,18,3.434697
11.62917,29,3.552051
24.128459,20,3.632734
34.529643,30,3.750503
5.234094,10,3.791743
8.389682,29,3.913902
12.617667,16,3.979403
6.247612,10,4.020335
9.392786,22,4.111688
17.319461,22,4.201832
13.54813,22,4.292182
9.593734,13,4.340098
19.437898,33,4.476432
12.21374,16,4.548052
7.142602,11,4.593719
17.998593,24,4.682563
23.58065,47,4.870507
8.88519,16,4.933046
16.041994,17,5.001709
124.59406,76,5.311264
0.466606,23,5.396308
0.265054,18,5.470758
5.730734,10,5.513641
21.73093,24,5.612809
6.235975,9,5.648733
11.522958,26,5.757309
25.09979,26,5.869647
2.720042,7,5.897546
5.310335,15,5.957918
10.124629,19,6.036226
3.721765,12,6.086223
18.869024,18,6.153737
8.809115,21,6.235844
9.680219,27,6.351545
7.611835,17,6.417225
16.035378,28,6.535079
40.600679,34,6.674599
10.648774,21,6.761719
10.075744,13,6.814934
11.740154,15,6.880198
4.264794,10,6.920941
18.620474,21,7.006981
20.633703,25,7.111279
76.837725,49,7.310787
51.630319,43,7.484207
5.53409,9,7.52731
25.804876,24,7.622571
10.591786,15,7.686294
7.920931,31,7.81782
4.545536,11,7.866009
6.012757,13,7.915539
80.608353,55,8.138932
12.99919,29,8.264018
19.047359,33,8.402341
22.458772,25,8.498987
11.954687,14,8.554999
3.977399,20,8.631506
3.980636,11,8.674953
6.251237,15,8.734959
4.690246,11,8.781423
17.021132,21,8.866114
11.592549,20,8.945894
6.615381,14,8.998086
12.524895,14,9.057175
6.394286,11,9.10186
1.011664,11,9.144076
8.43592,14,9.197527
25.153922,24,9.297374
8.930483,33,9.434159
10.345386,16,9.497674
28.973462,34,9.645669
13.434583,16,9.707802
5.00679,13,9.760049
8.504037,11,9.807548
6.903252,19,9.885934
9.185824,14,9.940565
8.391451,11,9.984769
12.116234,29,10.10389
12.49145,38,10.273126
7.68591,17,10.34296
10.71299,13,10.396421
37.764049,35,10.537722
10.285799,15,10.597266
9.743917,13,10.652489
26.282396,26,10.755047
8.817306,14,10.806718
3.695624,8,10.83758
8.222203,13,10.891069
5.122826,10,10.931874
6.924183,13,10.982069
5.851608,9,11.019822
13.655848,21,11.107178
20.957458,20,11.188679
57.11232,38,11.353502
66.163083,47,27.596141
7.572729,13,27.647531
16.710914,19,27.72834
10.53472,13,27.781559
24.201315,22,27.871364
35.463748,48,28.069545
8.649515,16,28.135817
17.063524,30,28.261711
13.633345,18,28.338533
64.371693,44,28.525032
8.600007,12,28.571989
16.198402,22,28.656222
61.43029,49,28.852863
7.065225,13,28.903704
10.909554,14,28.959455
38.250537,33,29.09813
20.857753,27,29.209151
27.170179,31,29.337985
8.809151,14,29.397038
26.50161,32,29.535528
11.917828,18,29.60875
33.4189,30,29.735767
9.630576,12,29.781168
39.671009,53,29.997272
24.097885,23,30.092206
61.946401,42,30.267016
9.067175,17,30.33822
16.161835,17,30.407794
13.261035,16,30.477146
27.162468,36,30.627699
5.28749,13,30.681113
23.392215,31,30.807127
12.083693,14,30.866276
10.993697,13,30.917927
47.533531,46,31.11695
86.100404,79,31.448609
