#{"t_start": 1769351103.425021, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-4.113334,7,1.889662
7.813534,28,2.046643
0.659164,29,2.177599
-2.881885,17,2.247483
-4.156975,9,2.285446
-1.962568,16,2.356837
-5.83707,10,2.394235
4.584969,21,2.464525
18.171121,37,2.579705
-1.609556,23,2.666342
1.11095,14,2.719279
0.869779,27,2.819824
-0.649196,9,2.848071
-10.962423,15,2.90054
-10.470236,18,2.988041
2.733423,22,3.065046
-5.196818,22,3.133076
-7.989102,24,3.205269
-4.855621,14,3.246881
-5.956216,28,3.329708
1.295347,24,3.399763
-2.677148,21,3.466264
-9.576828,22,3.566882
-7.868605,22,3.670585
-3.259322,9,3.720129
-4.103568,8,3.769718
4.203056,27,3.889313
-7.391647,23,3.976752
-6.093513,17,4.03472
-10.385852,17,4.090761
4.485949,27,4.18054
2.86844,13,4.219816
0.466228,24,4.291381
-6.913754,15,4.336239
-4.458919,19,4.39369
-4.496708,10,4.423301
2.986423,16,4.470786
-3.367534,13,4.51071
0.477452,13,4.548868
-2.142707,33,4.647579
-1.787771,24,4.717074
6.708603,30,4.80392
-2.004693,14,4.843959
-0.982798,13,4.882032
1.282172,16,4.93135
-2.964078,25,5.0055
0.946565,16,5.057106
2.433083,16,5.106959
7.787997,21,5.169228
-3.959476,7,5.191066
-4.490684,18,5.244314
2.762061,17,5.295029
-2.322875,12,5.330465
-2.764058,10,5.359908
6.980129,17,5.446986
16.514545,35,5.599072
-6.850454,12,5.641058
-2.289445,16,5.715336
-3.673845,9,5.743141
6.19699,23,5.81156
-2.70488,10,5.844552
-3.222514,16,5.910104
-3.433441,10,5.947537
-3.749592,11,5.987615
1.222486,16,6.042087
3.291367,24,6.123183
-7.021264,15,6.168908
4.995208,22,6.232504
3.258524,15,6.280264
7.290281,35,6.388403
5.562564,32,6.482414
-1.044984,20,6.543752
0.796106,18,6.600951
-5.053205,10,6.643402
4.741114,20,6.735101
6.235285,30,6.823116
9.606253,18,6.874947
-1.468198,13,6.914278
1.8436,23,6.986544
-4.499199,12,7.051979
4.728406,18,7.123126
-1.104491,12,7.17574
-5.292941,22,7.275576
0.524694,12,7.310184
-4.647614,9,7.336638
1.373052,17,7.385164
5.425162,20,7.446063
-0.354423,13,7.506643
2.526422,18,7.578221
-2.51162,12,7.62308
14.635981,65,7.818123
-1.722808,23,7.886107
3.981801,20,7.99482
0.766994,19,8.065262
-2.521441,10,8.100138
-7.600378,14,8.157517
-10.775011,23,8.245445
-5.934284,28,8.347931
2.549579,16,8.42004
5.165177,31,8.510527
-0.135442,15,8.556414
-8.450422,16,8.604049
-0.44891,25,8.679407
-2.466964,14,8.719839
-2.21041,9,8.74712
27.918015,39,8.860904
-6.834807,16,8.909364
-5.00519,14,8.950173
-8.434577,11,8.982636
-4.156644,12,23.480657
-5.818409,8,23.508615
6.05569,35,23.630837
-1.63498,25,23.715775
9.725258,26,23.795341
-3.650911,32,23.894889
23.484766,45,24.051133
11.320783,36,24.186764
13.193589,42,24.325837
-1.14304,19,24.384166
-5.296439,26,24.469392
0.956999,20,24.531109
1.646018,15,24.575126
12.89432,21,24.642146
5.116749,21,24.709254
-12.030396,12,24.760882
-6.755283,18,24.836916
-3.742219,28,24.94796
-0.677015,14,25.001083
-0.225181,11,25.048616
4.356557,36,25.217195
-3.88171,10,25.261284
10.716278,25,25.402906
7.628098,25,25.56233
-6.155133,28,25.745101
14.902392,38,25.903607
1.479944,25,26.000144
10.693552,32,26.147661
25.235555,50,26.362914
-3.372172,12,26.407412
7.50496,31,26.516157
1.954528,16,26.566164
-2.272917,36,26.677573
3.742671,37,26.798228
16.365643,34,26.9184
12.419185,24,26.995802
8.650515,22,27.076278
-11.608069,11,27.16352
6.528435,19,27.235358
1.894136,24,27.313377
-3.913295,11,27.348691
-5.568962,6,27.368308
8.046234,17,27.423062
-1.687974,22,27.494833
-1.306238,28,27.582734
-0.225287,19,27.68267
14.317892,37,27.812671
-5.521145,8,27.837111
-4.599723,22,27.90724
0.795091,20,27.968732
-3.960568,12,28.005634
10.232524,32,28.107082
3.430104,22,28.185545
4.281277,15,28.244555
-0.850256,9,28.292006
-4.250657,8,28.330195
-6.012107,26,28.464837
-5.735774,17,28.558638
-7.540352,9,28.620515
-0.314654,12,28.720858
-5.951317,10,28.801321
11.406682,26,29.032278
24.375285,40,29.264246
3.350653,34,29.404908
11.934666,22,29.482885
28.333244,67,29.698329
-3.1104,11,29.731808
0.645612,22,29.834712
-8.73758,29,29.97464
2.697361,42,30.125546
6.644849,50,30.39829
17.395651,41,30.603371
-3.562546,13,30.669886
1.908325,36,30.808119
0.118908,13,30.880337
-2.887024,12,30.969765
-3.871947,19,31.056599
0.880241,13,31.105344
-2.206033,10,31.143044
0.561558,13,31.19616
1.445699,21,31.322751
11.453132,43,31.486184
2.32959,16,31.539948
-1.792801,18,31.60037
8.952637,32,31.713301
-2.759184,8,31.740337
-2.345133,38,47.303051
-2.167277,16,47.381152
0.583263,11,47.443927
13.60937,30,47.549087
1.531773,15,47.599424
13.672897,29,47.734623
16.825323,53,47.942759
14.171726,83,48.250516
5.598857,15,48.297166
10.633784,52,48.508057
11.943517,53,48.688569
3.975774,35,48.796077
18.359728,52,48.960557
12.008362,29,49.063063
-4.246015,18,49.119546
5.142494,19,49.177886
-7.675803,11,49.211698
1.992092,18,49.272946
20.001601,45,49.470136
1.904766,27,49.587131
-1.510513,10,49.621405
-2.232231,12,49.662317
24.353322,42,49.830925
24.032768,45,49.988002
25.785501,46,50.16088
40.633963,55,50.324772
7.343213,28,50.409244
10.663437,25,50.485397
7.908903,27,50.567503
8.354674,29,50.677327
1.660819,25,50.766529
