#{"t_start": 1769358938.4722266, "env_id": "CustomWalker2d-source-v0"}
r,l,t
2.513532,22,5.912014
-5.623268,15,5.957278
-0.588661,13,5.996812
1.290724,28,6.099833
0.348094,21,6.164909
-3.530378,11,6.19842
4.270285,14,6.243498
1.049182,14,6.289762
2.548991,20,6.348677
1.904635,17,6.40213
-3.550364,12,6.441245
-2.018212,20,6.502428
-3.979924,48,6.646737
-3.605638,15,6.691901
-1.052277,33,6.789904
-2.826975,26,6.867518
-4.42956,10,6.89762
-5.023275,13,6.935388
-3.573209,26,7.014408
6.377049,18,7.067486
-3.537959,20,7.142349
3.724324,28,7.227214
-5.803908,14,7.272763
-7.643822,22,7.337746
-3.179699,7,7.358264
-7.039434,13,7.3951
1.032696,15,7.44096
-2.198039,8,7.464993
1.666677,26,7.543651
-1.370081,18,7.597782
-0.200642,13,7.636544
-5.183949,11,7.67019
-4.260758,14,7.714905
-0.192484,13,7.753399
0.928014,18,7.806608
0.201357,15,7.85162
-4.569857,10,7.881682
-0.347392,10,7.911963
-5.706394,13,7.95019
11.82592,40,8.071643
1.567721,14,8.114786
-5.966578,12,8.165756
-5.685467,49,8.31885
7.246053,20,8.378841
-3.873818,10,8.409731
2.450873,15,8.456643
-2.374606,13,8.510834
11.291771,44,8.651083
24.008705,44,8.783241
-1.909083,13,8.822295
-1.27121,11,8.854483
-2.038176,25,8.928842
-3.082189,14,8.970165
-0.688241,32,9.066725
4.214025,17,9.117683
-3.178606,16,9.178558
-3.78886,13,9.224962
3.245757,26,9.320446
9.890675,27,9.438942
-7.146093,16,9.488086
-2.220256,26,9.571454
-1.564307,19,9.63237
0.516911,14,9.676788
-3.212563,10,9.706486
-3.487758,21,9.775509
9.396656,38,9.891073
2.034803,13,9.929298
1.122488,14,9.971007
-5.386483,21,10.035425
-4.184847,8,10.059885
4.550603,25,10.137414
-0.0701,19,10.196053
3.584954,21,10.274847
4.030953,27,10.356423
-5.855962,18,10.40995
6.085818,19,10.469031
9.256051,35,10.573758
-6.625615,15,10.61773
-4.851366,18,10.673091
12.84174,29,10.759305
-0.75322,16,10.807153
-0.240607,13,10.844966
3.410798,42,10.973858
4.056833,36,11.081857
4.171123,19,11.139926
-4.562459,20,11.199046
-6.911527,11,11.232907
-1.9759,14,11.29502
-0.930016,10,11.327657
-8.334872,21,11.389646
-0.25719,16,11.463142
-8.525867,16,11.546715
0.149392,16,11.623007
1.359757,16,11.697237
-1.967257,12,11.754633
-4.669991,19,11.841394
-1.815399,15,11.914789
-1.705701,20,12.006389
-2.332493,23,12.114834
-2.554629,8,12.15343
-6.095108,25,12.275909
1.024019,23,12.398158
-7.916242,15,12.468334
-0.420154,15,12.535792
-2.563448,20,12.625409
-1.131934,14,12.696279
-2.067274,21,30.809669
4.04579,16,30.858716
-2.864122,12,30.896797
6.91837,30,30.987764
14.150762,28,31.073394
4.9275,16,31.122558
0.693873,22,31.201631
2.234941,20,31.279128
-1.839775,33,31.382265
2.578103,25,31.458378
1.933556,23,31.528968
3.23085,14,31.570657
-1.375229,21,31.633274
11.362175,21,31.69829
4.7482,27,31.781747
16.882174,38,31.897806
-1.007816,16,31.946912
1.880378,12,31.983181
12.442699,23,32.052953
-2.076732,11,32.085511
-2.894679,18,32.141384
7.183856,36,32.275628
3.371735,24,32.350679
-5.420953,16,32.398286
1.167396,17,32.452109
10.960205,30,32.543347
-4.87536,13,32.582372
9.42488,31,32.675839
2.972231,25,32.753138
19.664497,36,32.861944
2.750896,31,32.955401
14.512495,25,33.031204
-6.791769,8,33.055511
-1.772267,19,33.112478
29.855919,81,33.380913
0.378293,14,33.421633
-3.774429,7,33.443915
9.766434,30,33.534491
5.73519,31,33.625816
13.121973,25,33.706196
-2.514059,12,33.743194
10.655973,21,33.805645
-4.136512,9,33.832412
0.303126,14,33.876341
-6.660027,20,33.936388
-10.708107,27,34.017355
-0.336832,27,34.098722
1.179528,15,34.155305
0.482235,17,34.208324
7.300847,29,34.300553
2.951932,15,34.367402
0.437443,18,34.422952
6.196361,22,34.492051
-3.512772,30,34.585651
12.408495,35,34.693639
3.610924,16,34.743711
6.272569,29,34.830624
1.182601,17,34.881522
0.723326,17,34.933292
6.322909,22,34.999605
6.882219,26,35.077373
2.961179,15,35.122423
16.462728,35,35.228678
16.309235,33,35.33535
-12.15885,16,35.40064
20.364299,48,35.557277
-4.121886,22,35.62477
-1.905156,19,35.684337
-4.494212,8,35.70943
-2.945939,9,35.73781
-5.40936,7,35.75966
0.134014,15,35.806324
1.182731,17,35.857673
7.789193,27,35.941142
0.498057,18,35.99526
17.757025,36,36.105489
5.343088,39,36.227848
0.26403,22,36.305336
-2.06681,18,36.41091
-4.611358,27,36.560041
-2.307986,17,36.638544
1.670718,18,36.72575
-5.831574,35,36.888914
4.650989,27,37.017704
-1.818425,12,37.073379
1.124451,16,37.149159
1.589914,15,37.229378
2.994359,41,37.424798
-2.496234,8,37.46612
1.29211,34,37.626259
2.221287,20,55.792631
-3.494841,13,55.833582
46.869553,67,56.048352
48.456452,56,56.221782
-0.439482,10,56.258948
-1.318728,10,56.291021
-2.036093,11,56.327126
25.125787,58,56.612663
14.691288,28,56.699039
6.181322,26,56.780223
28.598989,50,56.932902
-2.075896,10,56.962571
28.574784,39,57.080898
3.295192,30,57.170827
5.008114,17,57.222205
4.94054,18,57.281855
-0.944634,86,57.574959
3.816549,27,57.657156
-1.437172,20,57.718618
-2.006946,14,57.76261
12.063788,23,57.832019
-3.346418,8,57.856947
13.246986,43,57.986587
0.153199,19,58.045746
22.12133,38,58.161527
0.103547,13,58.201324
-4.683514,16,58.255353
-1.301974,11,58.290424
6.56319,28,58.377936
3.819222,17,58.433299
2.527328,16,58.481981
5.038379,19,58.556658
-2.121359,23,58.624446
-3.691027,20,58.686133
2.609126,20,58.749054
17.182542,45,58.886063
0.108066,14,58.927499
0.131142,15,58.972182
3.814946,20,59.033824
12.65299,50,59.184262
-2.031829,11,59.217312
25.636797,41,59.348654
10.027761,23,59.426434
21.093832,53,59.608371
4.518787,32,59.710181
3.10472,17,59.762444
3.267281,18,59.816587
21.04057,45,59.954059
2.903461,14,59.996085
16.46542,29,60.083888
2.499355,16,60.131389
6.039347,40,60.254335
7.436458,22,60.324224
