#{"t_start": 1769353420.3391728, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-4.290177,28,5.88026
7.088806,30,5.982578
12.063635,24,6.059843
7.184431,21,6.126552
-4.130009,10,6.158651
0.07312,21,6.226175
-2.83195,15,6.272213
7.227266,38,6.393195
-0.979175,15,6.442133
-6.443488,10,6.4766
-2.850857,21,6.544074
-6.206764,25,6.626159
-2.565505,29,6.733697
0.425778,15,6.782649
3.057345,17,6.837714
-2.005858,9,6.867105
-7.718467,28,7.008032
3.688653,15,7.079053
-2.540502,10,7.124825
-0.456501,14,7.193235
-3.933757,18,7.2777
-3.269184,15,7.34684
-4.72141,15,7.417004
-12.295455,25,7.533291
1.411205,19,7.623888
-5.979825,7,7.663485
-0.175721,23,7.822907
-3.943679,11,7.884049
-1.200661,17,7.973305
-2.908947,31,8.103498
-1.594533,13,8.158031
-1.500811,27,8.271981
-2.346241,10,8.315845
9.56118,27,8.440096
-5.057098,16,8.522073
-1.693732,24,8.638492
-3.25863,14,8.705997
0.558846,11,8.758171
5.28023,34,8.943996
0.290037,11,9.003401
-3.370971,32,9.163623
10.347179,21,9.249931
0.826683,14,9.293866
3.095867,24,9.371174
-4.217766,12,9.408217
-0.737159,10,9.441608
0.401601,16,9.495266
6.350936,25,9.573122
13.186429,46,9.719759
-4.163924,9,9.748129
9.790124,27,9.833371
0.305644,21,9.911524
2.466183,21,9.980579
-4.349319,9,10.007506
14.496059,44,10.143542
-2.723552,14,10.187997
-8.908137,24,10.264699
0.984684,13,10.304772
5.039918,27,10.390884
-2.379781,16,10.44083
-10.132838,25,10.526523
16.783835,36,10.660722
7.543907,25,10.75815
-4.847585,24,10.842695
-2.719667,27,10.941211
-7.554808,24,11.024006
9.174008,29,11.118613
-11.587445,17,11.172539
6.945045,28,11.262623
0.445142,11,11.298979
-3.393608,23,11.37033
-2.172632,14,11.414877
-2.587395,25,11.497011
2.21836,32,11.599491
2.02486,22,11.670087
-1.054359,22,11.743029
6.311224,49,11.903125
2.491706,18,11.976523
-4.843351,26,12.063619
-8.058206,18,12.121578
6.155887,21,12.191143
-7.751838,12,12.236012
-4.328479,11,12.272563
0.119611,15,12.318133
7.777651,28,12.405946
2.340696,21,12.474809
-0.089619,12,12.54493
-9.14354,13,12.613535
-11.958343,18,12.673795
-7.079847,23,12.749039
1.463841,15,12.798334
-4.632397,19,12.873214
-4.675866,12,12.910666
-3.822311,10,12.943099
-2.553106,23,13.033391
3.010356,29,13.125735
1.84764,20,13.19008
-3.672553,18,13.247233
0.250314,15,13.296138
3.878566,15,13.344343
3.007161,13,13.384343
4.444948,18,25.436068
4.288649,23,25.510557
-6.599999,9,25.540482
3.096264,16,25.592378
-3.982818,20,25.657226
-0.041724,15,25.704689
-5.338981,25,25.784512
8.397129,24,25.85904
3.774047,16,25.911435
-4.438663,24,25.99188
0.554111,22,26.064349
23.124686,41,26.198973
21.041973,32,26.300804
4.11311,19,26.360133
-0.190306,15,26.408854
-3.818978,10,26.446092
7.823086,38,26.580006
3.549066,26,26.664657
-4.859734,24,26.739514
-1.345805,22,26.810557
13.771649,29,26.904963
-0.962691,17,26.963654
27.352287,39,27.090213
-1.188457,10,27.123407
15.505213,38,27.247746
7.526522,26,27.328303
4.868035,23,27.403148
-5.928015,28,27.512705
0.604665,28,27.606282
-3.03547,9,27.637692
-5.157278,20,27.704005
1.623171,32,27.812626
-3.198566,28,27.906737
14.53709,30,28.007307
21.050969,39,28.136276
2.449068,14,28.18329
-1.34501,15,28.233323
8.295383,30,28.331443
-4.365146,9,28.359739
-0.028051,15,28.406139
-6.948126,20,28.469217
0.104657,17,28.541744
-2.370214,15,28.593151
1.774777,29,28.68894
0.296108,12,28.726488
-3.055501,24,28.80512
4.119215,25,28.886443
1.021202,17,28.940921
8.139206,19,29.002522
7.410003,51,29.174901
-4.274605,26,29.26131
-4.453579,53,29.427009
-8.508082,27,29.514956
0.158251,13,29.566972
4.850531,17,29.628885
20.850571,42,29.76405
0.151069,30,29.859377
1.561548,40,29.989169
-5.76644,13,30.029417
-3.332841,9,30.058862
8.639657,44,30.202065
0.323025,18,30.260414
1.519123,16,30.31191
3.523601,26,30.395964
0.617276,17,30.451831
-3.451599,13,30.495181
-1.501561,17,30.551232
5.030011,20,30.631034
13.946044,56,30.813714
6.786295,22,30.884661
31.498895,51,31.053142
-0.964536,21,31.120523
4.533826,16,31.17389
4.869352,17,31.229121
6.780226,30,31.392012
5.079158,51,31.645085
-1.449803,10,31.698086
-1.532294,12,31.758425
-1.495205,27,31.892246
3.523972,17,31.991162
