#{"t_start": 1769515204.4438293, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-2.084503,22,4.600562
-10.525034,26,4.844665
-0.223723,12,4.964548
2.949086,14,5.118725
0.451359,13,5.251796
-5.237472,24,5.478595
-3.290631,7,5.558934
-1.131795,11,5.682286
-2.113501,13,5.822107
-6.00471,14,5.972556
-0.83129,30,6.301738
-3.89994,13,6.438435
-2.060235,8,6.528062
-3.311297,19,6.729287
0.120106,11,6.848975
-9.468027,18,7.064224
19.912617,30,12.889863
4.032037,22,13.066405
-4.900448,17,13.179891
-7.180076,18,13.344219
4.560638,30,13.737974
-6.79116,22,14.127378
-1.490565,11,14.229504
-7.495176,9,14.323382
-10.529754,16,14.496591
8.278665,32,14.761688
-3.228616,11,14.833671
-4.948717,9,14.905373
6.055361,43,18.232689
10.708816,26,18.378426
15.257421,34,18.568935
0.870261,11,18.640136
-1.935364,14,18.718823
8.016652,25,18.820085
19.333022,55,19.113176
4.676496,65,19.610704
-0.78351,13,19.688465
15.108269,42,22.247582
385.161277,288,25.743919
27.688268,71,26.127261
8.924419,41,26.320557
30.93368,75,29.091873
103.461057,145,29.731887
69.501908,112,32.559608
150.290041,105,33.026675
-0.714809,15,33.085848
151.803088,211,36.273272
31.212132,122,36.859486
23.057822,113,39.732531
92.821193,120,40.23241
23.369644,67,40.521986
88.031539,162,43.669116
348.632619,243,49.273385
117.881272,82,50.094153
229.59076,305,63.746693
161.486682,128,64.920752
168.505589,114,71.24901
273.601822,155,72.872647
212.143794,117,79.488936
246.02942,120,80.764951
215.790228,118,82.029257
248.842914,152,88.675234
327.496636,187,93.029708
240.940616,139,93.846455
350.409535,227,97.926094
328.917111,225,101.854183
381.201269,245,105.741296
259.635675,182,109.083481
338.330065,191,112.222088
297.942985,166,112.978433
352.594327,158,115.928265
334.531926,213,119.215031
330.245688,173,119.963808
268.709628,131,122.97368
358.503168,203,126.173695
401.004882,211,127.125883
383.310176,189,130.145497
362.617934,187,133.212757
288.371694,152,136.26307
410.512809,207,137.090178
430.650019,187,140.163248
313.229945,156,143.146912
359.299451,150,143.763687
281.438686,141,147.075908
363.41314,152,147.836062
459.379168,179,151.001294
401.307794,169,154.162985
400.15808,173,154.903988
393.374099,169,158.02159
377.468545,160,161.119888
490.745221,189,162.011627
403.112937,182,165.068439
387.791037,161,168.073649
482.742555,229,171.35112
448.676742,174,172.089672
434.556417,175,175.16692
421.657122,162,178.452062
439.310861,197,179.348533
426.590654,153,182.431159
384.414346,145,185.266632
383.96692,152,185.891997
398.950207,162,188.875745
318.796056,138,189.484057
418.188708,155,192.453394
538.320637,186,195.82462
473.007505,180,196.568827
853.051174,276,200.726253
830.427004,283,207.271522
305.441514,130,207.817744
72.679532,69,208.091165
547.862845,184,211.157882
0.705342,12,211.20096
580.575332,202,214.387779
406.850626,168,217.559041
401.66965,148,218.58461
531.185585,190,223.185252
294.011224,114,223.712241
977.382908,317,231.624614
1071.297913,325,236.686213
712.957975,234,240.552743
572.103694,193,244.181891
1319.186226,424,248.822185
784.951494,248,252.791317
659.590109,216,257.025941
1225.585377,386,261.5274
1385.523809,416,269.424237
762.502691,249,273.516341
409.668436,165,276.976408
939.320199,308,281.595334
494.606817,173,285.244701
1836.833562,500,294.253088
469.536018,166,295.178853
1485.984431,500,303.291807
540.277793,186,306.870989
902.539113,356,311.729877
579.811971,208,316.439504
1670.292919,500,324.974789
1449.714123,500,333.992891
790.620767,256,341.317897
1528.181614,500,351.462797
580.934438,193,355.711799
676.859101,273,360.015929
1733.607552,500,371.869551
556.72253,185,373.74624
1559.504335,500,388.03598
812.6379,264,394.483191
1700.936535,500,408.027155
1367.943632,429,421.714012
1233.40933,366,434.899611
843.086579,267,442.221641
1675.667731,500,451.914438
1782.385427,500,466.213547
1740.007255,488,480.997288
1354.326014,384,490.64169
636.057028,214,494.779369
1747.557826,500,508.674299
860.677481,264,516.418089
1268.430283,361,525.158512
1585.517752,500,537.01077
1447.018296,458,549.198084
1236.823187,411,558.137675
1593.921388,500,572.216499
1700.683015,467,587.373396
1630.169834,461,602.173244
1600.385326,500,616.919119
742.046887,264,624.705003
1159.661514,328,632.913342
1887.206687,500,647.70814
1102.2592,328,661.599406
1670.582851,500,671.693837
1502.965083,412,685.559836
1885.06533,500,700.605648
1364.619943,406,714.346998
1234.967674,376,723.485296
1008.563127,293,731.786805
1780.504391,500,746.628458
1836.465106,500,761.633895
1218.340415,341,769.885911
1747.975786,443,784.532484
1472.139267,398,796.950899
733.594855,223,803.715688
1170.262855,316,811.89168
1891.90099,476,824.012704
1406.928729,377,832.823437
1818.939838,500,847.46711
-4.030191,10,847.548833
2032.824991,500,862.687356
432.401976,171,868.856112
1905.667718,500,881.998146
1251.509192,352,887.69101
1432.841614,401,898.624118
1657.00245,430,907.982167
1164.904492,327,920.894928
1287.589751,359,929.66695
1038.962912,296,937.539402
1685.665974,445,951.34765
1779.998118,500,966.385273
1476.023563,423,980.15229
1949.021381,500,995.177465
1500.320299,393,1004.082356
1716.222174,467,1018.636012
806.551919,248,1026.070956
1987.614601,500,1040.519358
1454.569133,393,1049.351467
1498.06464,403,1063.337772
1346.933987,371,1071.040433
818.723229,236,1078.464615
913.979171,267,1085.70631
1828.182458,456,1099.646651
1670.81793,438,1114.179415
1283.392142,328,1122.024945
1757.404163,468,1136.200285
1935.770789,483,1150.588189
1157.977729,306,1158.423911
1673.44165,422,1171.970924
255.971936,102,1172.936307
1847.048229,500,1187.487803
1889.202688,477,1201.371939
1332.206125,355,1209.923586
1875.851446,500,1224.580863
1845.484743,500,1239.450034
1819.318989,500,1254.725401
1806.758735,500,1269.793763
1902.011882,485,1284.522921
470.750804,176,1290.741179
1968.28642,500,1305.783865
1633.347608,422,1315.143019
1918.56129,481,1330.369709
1874.481574,500,1345.518095
491.552789,162,1351.815577
1865.941594,500,1366.305053
1863.889414,500,1381.268311
694.791769,208,1383.313727
732.062345,212,1390.267646
2125.008423,500,1405.273199
1929.780637,500,1419.574998
1579.91544,403,1433.076677
796.075411,233,1440.03204
881.609393,259,1445.89741
1131.628613,308,1452.580742
743.464635,220,1459.715296
693.388927,204,1466.720132
1339.340947,337,1474.83962
1751.567444,445,1489.158317
1830.077843,500,1504.207022
2000.182152,500,1514.303535
1277.693492,331,1527.924657
934.959565,253,1535.371394
877.185906,233,1542.884937
787.518054,229,1549.782614
825.59344,235,1551.881904
487.037323,168,1558.468319
1122.738251,289,1566.499515
775.977693,221,1573.747941
1357.656963,340,1582.309708
-1.347499,10,1582.405796
1391.198983,358,1596.01926
-3.638438,9,1596.119617
924.238745,250,1603.259241
2012.427701,500,1618.674028
1830.438497,500,1632.294065
1465.275228,392,1641.094192
1085.349983,280,1648.357202
1070.078782,283,1659.989979
