#{"t_start": 1769416271.2764947, "env_id": "CustomWalker2d-source-v0"}
r,l,t
0.237142,10,1.315114
-6.860846,16,1.353391
1.606865,35,1.437259
-2.551313,22,1.488303
1.185981,32,1.576
-1.585697,13,1.608595
4.589119,22,1.659245
0.391909,20,1.705547
-8.874287,15,1.740516
1.092239,19,1.783473
17.936035,34,1.862056
-2.204833,12,1.889068
-6.14832,22,1.939743
-4.212197,12,1.967747
-2.061935,10,1.990885
-1.309145,19,2.033
-5.606455,9,2.054795
-6.605218,19,2.097607
-2.733129,15,2.131315
-2.390518,25,2.18723
4.847409,16,2.223063
-3.252661,14,2.253881
7.819875,26,2.31138
-3.777589,14,2.344782
0.654212,14,2.375477
0.040718,29,2.442394
-3.090154,16,2.479606
10.032326,29,2.554271
-6.385031,19,2.610574
-0.672119,12,2.639354
-6.651756,11,2.666153
-8.808438,15,2.703226
-3.166449,18,2.744287
-1.335081,11,2.768539
1.305038,28,2.830754
-4.527968,19,2.873259
-1.772619,17,2.915319
-0.846684,20,2.961322
8.647375,19,3.003414
-0.888619,25,3.058443
4.416065,15,3.109197
-3.015808,10,3.130888
-4.259658,8,3.149959
-2.861275,15,3.218061
0.13776,20,3.276925
2.146601,28,3.34119
-1.622669,14,3.373821
-0.781172,11,3.407451
-4.161024,15,3.461592
-5.960218,25,3.532016
10.999772,43,3.649503
-5.708751,19,3.70624
-0.141258,17,3.751588
4.42259,31,3.822671
-3.688371,9,3.842166
10.882325,32,3.915876
-0.724826,15,3.956627
12.122738,32,4.058102
-12.800772,14,4.10409
-3.314335,19,4.16155
-0.402367,21,4.26456
-5.509408,15,4.312092
2.279359,15,4.351264
4.772203,19,4.404101
-2.894533,14,4.442216
-10.791913,16,4.48479
-1.697318,13,4.516106
-3.434932,16,4.553548
2.354898,14,4.585933
1.496109,32,4.660471
2.757239,14,4.694038
-1.371458,14,4.726861
-1.45007,16,4.763729
-3.015213,16,4.801542
1.246302,20,4.849056
-3.451934,13,4.885267
0.278288,12,4.922105
0.931989,15,4.972645
17.381833,28,5.053912
-3.420254,10,5.083941
-6.415626,19,5.141945
-4.955162,27,5.211944
-3.768476,12,5.238611
6.12305,19,5.282374
-4.987411,16,5.319624
-4.234071,17,5.377689
-0.251446,19,5.425722
0.536129,33,5.502747
-7.409893,21,5.555124
0.410777,14,5.604416
-5.816097,18,5.663366
-3.278109,25,5.752378
-3.98291,23,5.810181
-0.386316,12,5.84474
0.238922,16,5.890327
-3.669466,12,5.922135
-3.750185,13,5.960514
-5.561088,23,6.014926
-3.74671,11,6.039953
2.478632,18,6.080472
2.505404,18,6.122825
-2.004007,12,6.151277
-5.160788,19,6.199764
2.09129,25,6.278795
-0.555832,14,6.318526
-4.122174,12,6.352827
-8.219967,13,6.387731
0.919329,12,6.416961
-4.75784,10,6.4419
-3.263464,9,6.464692
-1.337971,11,6.496272
-2.812122,15,6.536107
-0.840322,13,6.572063
-2.697708,10,6.595072
3.592674,18,19.248792
4.859043,34,19.34274
45.662098,56,19.507893
0.746787,18,19.549901
-0.922235,15,19.582973
-3.443207,10,19.604704
4.81169,19,19.646766
2.680877,37,19.732122
0.317916,15,19.766017
20.265297,48,19.873487
-6.792218,16,19.908881
2.174566,17,19.946275
5.103703,28,20.008087
5.106096,17,20.045855
-2.233103,10,20.068041
8.678161,39,20.154936
-3.721759,10,20.177385
24.215404,38,20.262148
-3.005919,23,20.312069
-5.922,9,20.332199
1.035535,21,20.379208
-0.768675,27,20.43998
3.95751,26,20.498004
1.544547,20,20.543974
2.517632,17,20.581613
0.50197,29,20.645069
2.33893,17,20.682765
11.667774,26,20.742869
18.922998,52,20.858577
1.134568,29,20.922649
-0.836316,17,20.959804
-9.982544,14,20.990899
6.026505,27,21.051123
2.076222,18,21.091013
0.075842,15,21.123733
-4.102189,11,21.14851
-0.666722,38,21.235281
-2.316965,14,21.275906
9.450534,32,21.366578
-9.594638,22,21.417602
18.508738,45,21.54107
-1.341575,13,21.569827
2.799134,17,21.608814
7.817165,26,21.666249
13.834938,33,21.747126
-0.277466,24,21.801467
-0.920199,11,21.826048
3.450327,42,21.919139
0.549604,16,21.956069
-2.517274,11,21.981186
0.831603,17,22.019519
2.699721,25,22.073993
