#{"t_start": 1768252628.8950899, "env_id": "CustomHopper-source-v0"}
r,l,t
4.788557,10,3.153279
5.19722,10,3.19371
6.781153,11,3.239708
6.293884,13,3.291691
5.499403,9,3.327585
8.111442,15,3.392107
2.971434,7,3.422219
17.730068,18,3.501079
10.373849,20,3.580948
7.4971,13,3.63067
10.731764,15,3.693062
34.022499,32,3.818933
4.836385,9,3.858674
30.237907,44,4.038188
5.115367,21,4.124998
4.103256,12,4.17473
4.431778,12,4.226252
7.178642,12,4.273163
13.75229,31,4.396663
5.996831,15,4.457157
13.44623,24,4.563964
5.541889,11,4.608363
20.115997,19,4.681381
17.558331,27,4.784263
9.930657,17,4.850509
28.72319,36,4.994086
83.507972,60,5.237412
17.363932,21,5.326149
6.101994,10,5.36581
56.09313,50,5.563923
7.289217,12,5.610074
7.815579,15,5.675119
23.053702,21,5.759505
16.982833,19,5.843746
7.859786,14,5.902792
7.209407,14,5.960965
6.6323,23,6.054667
23.665784,22,6.146541
10.852634,12,6.18895
24.278927,26,6.291649
9.046717,19,6.368493
21.969444,23,6.46601
66.061302,48,6.662697
9.134338,14,6.719376
82.000692,54,6.948532
13.025281,21,7.033543
8.56973,17,7.105541
13.677897,17,7.174595
120.352948,92,7.549073
14.037819,17,7.62361
10.528788,26,7.732028
5.378462,10,7.770908
3.445791,19,7.852562
15.191897,18,7.926852
10.325852,12,7.974324
20.793515,22,8.063788
4.940987,14,8.123504
9.554423,13,8.173214
3.73019,9,8.209261
4.377624,11,8.254487
8.598074,17,8.332368
4.818989,17,8.401296
25.300345,28,8.516142
6.305767,11,8.559281
13.420739,15,8.619341
73.276283,49,8.811387
7.789562,13,8.863429
7.226054,12,8.912825
6.08966,15,8.973058
19.991479,21,9.054425
10.483532,13,9.109961
8.790963,27,9.212903
23.125993,32,9.344151
13.839469,20,9.426172
12.871456,16,9.49503
6.694167,20,9.577325
17.275857,22,9.670573
5.447495,13,9.724059
15.249141,28,9.8385
10.924096,14,9.894588
27.061785,28,10.00795
8.015043,14,10.063234
6.846335,15,10.125277
88.209774,49,10.340192
10.482374,13,10.393749
41.733369,31,10.520072
16.26687,22,10.606769
18.178865,19,10.687757
28.612577,29,10.803826
28.448368,25,10.896386
11.615695,19,10.974653
23.554043,33,11.104454
10.483623,12,11.157962
8.459303,12,11.206178
7.09874,11,11.251991
8.680231,13,11.30529
7.490639,28,11.427891
15.738935,30,27.582959
25.000432,23,27.69528
9.730962,13,27.753723
15.711811,21,27.838865
134.640751,89,28.203792
6.423079,14,28.259018
15.672377,17,28.333711
113.160896,60,28.588933
4.165976,8,28.61785
15.969683,19,28.692289
8.95053,13,28.747825
3.351221,9,28.782834
8.3068,23,28.87275
12.72807,15,28.931313
8.633431,12,28.982384
114.825576,63,29.236438
3.530079,9,29.275395
13.985233,18,29.35107
5.848178,28,29.471534
8.480623,14,29.532402
23.91928,19,29.609496
26.291602,33,29.751805
8.378059,11,29.795104
56.672149,44,29.976321
6.501046,14,30.0295
59.394744,36,30.17492
4.615956,8,30.210357
91.140426,81,30.549307
67.003948,44,30.733898
169.241281,85,31.086074
4.494356,23,31.186821
9.440201,15,31.247699
21.401886,26,31.352256
7.487781,10,31.393047
19.056844,21,31.486972
42.001754,35,31.625566
19.028165,20,31.70811
62.633183,49,31.905202
28.393754,38,32.067371
19.510469,23,32.161003
29.728153,25,32.265738
8.113002,15,32.329937
10.991648,29,32.445404
10.523346,15,32.504728
12.635372,14,32.564349
5.87564,10,32.604431
22.49608,21,32.687705
6.543905,10,32.728307
28.194353,38,32.886617
11.127329,13,32.941512
45.759199,51,33.148557
63.990892,40,33.318177
13.030925,21,33.407354
8.189123,13,33.467314
45.851437,34,33.62815
34.284607,49,33.825431
5.382909,10,33.863512
22.918965,22,33.951112
7.228142,29,34.063713
42.765514,36,34.209365
13.839569,15,34.274505
9.348613,11,34.317976
14.739675,15,34.378077
16.09058,19,34.462606
10.655698,12,34.509861
13.217125,17,34.582522
3.036182,8,34.61668
9.390584,15,34.68018
16.735721,23,34.774621
3.554816,15,34.836663
7.903516,13,34.889675
5.548327,18,34.962837
5.616818,15,35.025285
19.897915,24,35.118924
18.154762,32,35.255534
8.419265,11,35.304154
3.224292,14,35.350759
10.757134,17,35.425258
9.460976,20,35.512808
21.249629,24,35.61921
5.261782,12,35.690058
8.803973,19,35.788111
12.141698,29,35.92866
12.995958,18,36.033378
9.997937,20,52.861562
25.948852,23,52.980995
102.694685,61,53.281257
45.953491,34,53.439681
71.672652,65,53.780947
72.052877,48,54.011406
73.723016,45,54.248481
15.599702,16,54.33325
96.39022,52,54.609558
17.134406,18,54.698539
38.715521,44,54.885841
97.809205,52,55.09025
110.040184,69,55.374106
22.246102,32,55.508926
151.561415,79,55.851324
21.729817,23,55.985673
