#{"t_start": 1768503098.0135193, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-3.990712,11,3.220486
2.082635,15,3.261905
-6.043455,10,3.309655
-0.210201,11,3.341092
-8.70169,12,3.38898
-7.266972,17,3.449349
-3.826288,11,3.479748
2.483948,20,3.56076
1.964516,20,3.633903
-5.778918,14,3.697395
-0.40787,25,3.806077
-6.207424,8,3.841105
35.352901,57,4.217688
5.151796,19,4.316041
-4.145448,17,4.389132
-1.482717,11,4.440229
0.957001,21,4.521659
6.728308,24,4.628809
-12.658867,27,4.739713
-14.521004,17,4.809397
-7.249177,12,4.863342
-2.788028,20,4.94776
-2.058703,14,5.007603
-6.10203,23,5.108581
-1.334838,13,5.167464
-5.141244,16,5.233815
-13.719348,20,5.31515
-6.733388,11,5.358283
-4.070143,15,5.412508
-1.809878,12,5.457302
3.102302,19,5.54405
-7.702347,9,5.57999
0.03363,13,5.629363
-6.235316,13,5.674466
-5.904953,29,5.809361
8.711215,30,5.958946
-2.979081,14,6.023139
-5.344053,20,6.122432
-6.287616,13,6.180554
-0.958279,16,6.246143
-16.316972,17,6.309364
-15.46279,31,6.422177
-10.799515,11,6.465366
-2.383096,9,6.496972
6.96765,17,6.584143
-1.317396,17,6.665505
-11.814598,28,6.796834
-7.026773,23,6.896541
-9.385056,15,6.962364
-3.392359,10,6.996183
-3.409526,11,7.029498
-9.055322,16,7.096352
-13.330618,15,7.162947
-5.713484,11,7.196598
-3.832383,16,7.270334
-4.648968,25,7.360974
-5.691335,26,7.438659
3.588539,19,7.517979
-8.329805,21,7.595068
-8.977438,24,7.695472
-7.210192,23,7.788133
-9.70614,14,7.828718
-11.700261,17,7.891156
-8.079409,29,8.010794
-4.388531,12,8.061642
9.889164,26,8.162694
-4.223077,13,8.222449
-2.560429,26,8.326669
1.422149,28,8.429541
0.967262,15,8.481364
-1.140583,11,8.518839
-6.772785,21,8.590267
-11.752511,16,8.652241
-8.033808,20,8.728959
-5.109823,18,8.798573
-7.288626,12,8.847569
-1.827551,11,8.88089
12.146067,34,9.030962
-4.669853,17,9.097719
-1.5393,17,9.185045
-15.406324,15,9.236424
-6.753805,20,9.322252
-10.014821,15,9.388138
-12.294946,12,9.438697
1.777965,18,9.50511
-0.911434,15,9.562945
-9.316112,17,9.629355
16.727733,35,9.777363
-7.593356,7,9.796354
2.95292,33,9.932724
-0.248659,14,9.985398
10.030104,31,10.101172
0.873971,19,10.178588
-8.525531,9,10.209503
-7.018703,26,10.30823
-3.548337,10,10.352263
-2.330361,21,10.43149
-5.454004,21,10.503139
2.878321,23,10.597842
-9.482262,14,10.645107
-0.259632,15,10.692546
4.871282,29,10.802955
-6.358585,11,10.834478
0.744929,14,10.892178
6.872246,19,10.955538
-4.506647,9,10.987461
22.27407,35,11.098202
-3.401132,25,11.193385
-3.687367,18,11.256438
-3.165046,20,11.319733
-12.608057,11,11.365482
-7.780973,12,11.407097
-8.187664,14,11.441619
35.977606,66,21.458301
3.237696,43,21.654393
4.315362,19,21.74138
-0.090195,11,21.778042
-0.767529,29,21.916542
1.161456,14,21.97965
17.110926,50,22.189565
1.264537,29,22.339268
1.462337,14,22.402453
-4.697324,8,22.437496
0.492328,15,22.489173
-0.548895,36,22.630631
3.299738,29,22.763978
-6.616932,44,22.922325
-4.775121,11,22.954221
-8.225054,10,23.009916
1.217338,14,23.071011
10.555007,31,23.197448
-3.06488,12,23.254894
-0.590543,22,23.35662
-8.542648,28,23.477268
-0.597292,16,23.548437
-2.156751,9,23.592171
2.226235,18,23.676606
-9.066944,15,23.745693
17.604428,31,23.870202
4.929277,21,23.953206
0.997231,13,23.996282
-0.299099,12,24.043783
-2.595407,16,24.122733
