#{"t_start": 1768503098.0290298, "env_id": "CustomWalker2d-source-v0"}
r,l,t
-11.164634,14,3.216794
-5.688092,14,3.262321
1.702661,29,3.357464
1.325331,15,3.420782
-4.996748,17,3.48018
5.434549,34,3.606361
1.168013,25,3.711561
-4.169596,8,3.748818
-5.86501,8,3.780514
-7.184263,20,3.868909
-6.480745,17,3.986522
-15.483917,13,4.044828
-8.5867,15,4.117843
-2.784271,23,4.30053
-13.511698,16,4.373621
-6.19587,8,4.416722
4.426001,33,4.553332
-2.236911,19,4.634039
-4.057047,9,4.669381
0.119702,16,4.737195
-12.357939,26,4.847831
2.513153,14,4.907798
-5.933618,23,5.004696
-9.639211,16,5.066615
-7.855623,15,5.142687
-9.426911,23,5.236154
-4.439256,8,5.260322
-2.549955,15,5.331586
-0.710566,26,5.425416
2.033813,16,5.500531
-2.8776,8,5.530867
-5.020618,13,5.588305
-2.538223,44,5.770004
-10.591433,15,5.838047
-5.411114,17,5.925014
-3.450374,30,6.068341
0.438622,19,6.156039
-11.200336,15,6.220145
-0.632453,38,6.359156
-14.791244,17,6.422508
-13.516527,20,6.498015
9.798314,23,6.627444
1.113292,17,6.697775
-8.541323,19,6.798058
-7.035289,22,6.881031
-10.452602,28,6.980673
-6.437727,11,7.030856
-8.413513,11,7.080841
-3.347478,33,7.19824
2.355119,29,7.311976
-3.247656,26,7.407138
-6.600342,17,7.470961
-3.632907,20,7.535207
4.891268,23,7.635475
-3.843212,27,7.746001
-0.829441,24,7.828394
-2.254312,13,7.875645
-7.78617,7,7.891493
-1.7287,10,7.923313
5.344428,21,8.030295
-12.356007,16,8.092505
-9.714311,21,8.181143
-5.551384,16,8.250452
-1.289925,24,8.341103
-4.433234,34,8.463839
-11.45103,20,8.531256
-6.454369,17,8.590602
-5.925242,10,8.613709
-5.005349,13,8.680233
-6.203488,13,8.731368
6.601175,23,8.815187
-5.710633,11,8.86538
-8.474948,19,8.948621
11.41497,35,9.096071
3.661729,39,9.251262
5.676849,24,9.355551
-8.120002,14,9.416476
-4.473826,26,9.513877
-5.605079,17,9.578187
-2.017114,13,9.633187
0.469009,18,9.711748
-10.346474,14,9.766544
-3.037678,34,9.899382
-10.354029,25,9.991725
6.797591,27,10.093762
-11.26933,9,10.132858
-5.083269,11,10.174266
-1.149319,25,10.261103
-12.578339,28,10.376163
0.505696,13,10.427792
4.414597,24,10.519113
-10.429018,17,10.582332
-5.11617,25,10.661358
-8.522602,14,10.708425
0.2399,18,10.771513
-3.731974,12,10.818967
1.968313,25,10.908156
-4.642456,21,10.987642
-3.89211,13,11.034855
-2.923776,17,11.082691
-4.143413,12,11.129837
-5.629845,8,11.161996
2.171419,26,11.24971
7.566664,20,11.319955
-2.928701,13,11.351732
-10.215922,16,11.41031
-8.870142,19,21.194335
0.29547,25,21.310817
6.220428,16,21.393978
9.803375,27,21.509281
-6.132656,18,21.591496
-0.799425,19,21.681162
3.0535,21,21.772593
5.688273,19,21.858065
1.894525,14,21.919357
0.586232,20,22.012351
-6.332912,9,22.051407
22.588814,38,22.218201
9.733902,25,22.339679
1.281286,18,22.417991
12.017062,25,22.519171
-0.723148,20,22.583692
1.536859,17,22.659111
-7.336252,14,22.724898
-5.089993,21,22.790325
1.971156,18,22.86583
0.050523,19,22.93871
-13.739452,59,23.191697
12.911056,34,23.350098
-0.328958,14,23.403292
-4.577215,12,23.46314
-3.99055,10,23.507267
1.430807,22,23.610857
-4.696236,19,23.697895
-4.794617,13,23.756583
1.172499,16,23.822672
3.812988,20,23.886251
0.54881,15,23.961489
6.192818,32,24.091464
-4.476832,14,24.156258
-10.474214,17,24.23535
-3.11026,13,24.301127
-4.344808,12,24.35358
-4.551859,13,24.406168
-1.340334,28,24.516078
-5.760771,25,24.611464
-2.211258,11,24.658751
-0.026068,38,24.78848
28.047182,49,25.002249
-10.432493,32,25.136775
-5.69999,9,25.173828
-0.76373,17,25.239749
-1.759493,10,25.289443
14.272056,32,25.439064
7.995684,21,25.528763
-7.301995,23,25.627752
-2.087679,16,25.689134
-1.503146,18,25.766418
1.645649,30,25.866671
-0.847886,15,25.950139
7.017638,19,26.029065
-0.089838,16,26.092467
8.044891,31,26.216918
0.635327,12,26.256077
0.159626,12,26.303438
6.277489,37,26.433877
1.883081,15,26.489209
5.143074,34,26.616153
17.619027,30,26.739184
-8.761779,20,26.817901
-2.850306,14,26.88749
-18.135932,21,26.983665
9.390328,24,27.088937
-0.324614,24,27.187472
-6.563838,25,27.294736
-3.496289,13,27.348334
1.07208,22,27.429047
5.434852,27,27.55043
-1.451164,21,27.642559
12.370769,50,27.817586
-5.99232,8,27.849479
1.983914,19,27.912858
-11.246546,17,27.975597
-8.729607,24,28.085517
-1.294205,11,28.120004
0.586608,29,28.262185
-4.391538,14,28.304469
1.525686,24,28.41061
-5.368631,8,28.440937
0.176047,40,28.579053
19.526613,40,28.745894
-10.913356,18,28.823632
2.084696,19,28.907944
-2.212688,26,29.115181
-5.24062,23,29.213933
0.082293,23,29.300759
-3.233114,23,29.395486
8.891259,34,29.537729
-9.762013,16,29.606757
-14.10956,15,29.654616
-7.608864,27,39.329231
4.70516,25,39.439445
15.193277,29,39.549909
-1.802348,14,39.597637
-0.037943,48,39.813699
3.425718,16,39.860713
0.237642,18,39.931769
-0.024548,14,39.970877
3.083206,23,40.065621
8.926942,46,40.258842
13.289569,44,40.442307
0.94111,47,40.630052
35.2819,59,40.846999
7.322485,50,41.044886
0.259106,15,41.107743
-5.444335,20,41.181716
-4.498969,9,41.199983
2.207378,19,41.288205
9.101988,24,41.381694
-0.092593,15,41.442786
33.173199,63,41.702653
9.099902,35,41.831006
4.593639,28,41.933304
1.933065,25,42.008454
17.108726,55,42.204302
9.981636,21,42.282191
-11.938752,66,42.568211
-0.638832,43,42.748013
-5.431305,16,42.81238
-5.084872,16,42.876041
0.784565,37,43.027876
-4.515199,9,43.067554
10.794494,22,43.158126
-3.423287,11,43.203894
-1.583011,13,43.248801
-0.916846,16,43.296478
6.127743,38,43.439693
-2.812666,8,43.464398
-5.496219,13,43.496188
31.040134,58,43.74261
16.901359,37,43.891124
-4.142768,23,43.983375
0.860259,14,44.045014
4.111743,22,44.124014
10.867243,24,44.234411
9.270278,41,44.390975
31.95577,61,44.624503
1.984357,17,44.688093
-5.964058,16,44.765945
23.784928,69,45.049034
-1.641867,25,45.126346
37.432149,49,45.326964
4.275776,18,45.405848
1.063532,15,45.471066
2.226794,23,45.564477
-3.352255,11,45.612166
7.001132,28,45.730695
0.714961,17,45.795677
20.392161,61,46.033304
37.858522,67,46.333114
18.946821,50,46.537507
-4.89659,12,46.585944
29.640912,52,46.79535
0.269974,16,46.858043
18.045457,39,47.016486
-5.351095,27,47.132221
-3.933005,10,47.178033
1.119889,20,47.263757
20.982438,92,56.84086
-15.286397,86,57.197011
8.953378,22,57.296686
9.050184,30,57.419811
12.891462,27,57.526553
9.012569,41,57.69194
54.168448,82,58.01304
72.963844,74,58.292408
-2.86776,10,58.323783
39.275057,86,58.655785
-0.860504,11,58.708017
-2.960795,9,58.748849
7.024943,59,58.983488
-6.671333,23,59.078063
93.911231,138,59.621668
26.118656,47,59.790046
15.043189,29,59.900012
21.857747,46,60.071108
1.646378,21,60.144296
63.4694,111,60.565069
-9.561168,74,60.85393
33.522693,54,61.065477
-1.085427,21,61.130594
12.195151,39,61.304131
17.933426,31,61.437911
1.100521,35,61.568017
19.206928,55,61.803876
24.362579,46,61.990898
-4.626693,45,62.17313
6.4449,28,62.288069
6.129484,31,62.414967
-0.858169,16,62.478375
16.931262,45,62.664226
14.696586,69,62.946184
-0.529544,16,63.009891
-5.211671,49,63.214453
42.42684,64,63.445087
3.937728,28,63.555682
25.930563,45,63.739715
-4.62539,15,63.788136
-0.685943,16,63.851701
0.375637,23,63.930932
-0.465207,18,64.010293
9.084281,49,64.184586
1.103179,16,64.249536
-2.397396,32,64.351465
47.486086,86,64.656394
32.214585,137,74.346751
12.079084,36,74.488374
122.270444,145,75.061862
-12.532549,111,75.457398
26.120511,53,75.64671
163.818961,146,76.250502
7.51412,27,76.350466
0.905236,17,76.398348
79.377919,93,76.767935
12.646651,106,77.2111
253.539553,200,77.96484
41.802572,76,78.266417
-5.453564,63,78.512425
-1.773796,13,78.560007
0.031158,20,78.623572
1.615883,80,78.945364
55.472076,82,79.266022
8.913394,23,79.360471
35.002193,79,79.688706
27.058931,40,79.8608
-5.668921,14,79.922046
34.465206,107,80.344611
285.796229,172,81.055858
6.550888,80,81.360863
7.106445,23,81.455813
119.01125,237,91.127737
47.121184,59,91.356045
231.275397,170,91.966846
41.095185,50,92.140772
73.029366,96,92.531873
174.656936,103,92.902784
236.645351,141,93.546641
16.530404,45,93.741583
1.997258,16,93.794071
-0.75217,13,93.841492
212.662997,123,94.358977
2.627024,15,94.421931
275.392967,173,95.151477
100.655799,179,95.759901
46.673493,85,96.08363
2.048524,17,96.150913
194.697513,138,96.735354
26.081551,33,96.838072
86.4556,137,97.369552
43.221205,87,97.703771
29.808736,121,98.161098
32.189067,103,98.570407
256.735984,156,108.270921
13.209722,51,108.444816
